Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - 1""), 0)",,,,2023-03-17 16:29:00,2023-03-17 16:29:01,0.332s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - 1""), 0)",,,,2023-03-17 16:29:01,2023-03-17 16:29:02,1.745s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - 1""), 0)",,,,2023-03-17 16:29:02,2023-03-17 16:29:04,1.739s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - 1""), 0)",,,,2023-03-17 16:29:04,2023-03-17 16:29:06,1.744s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - 1""), 0)",,,,2023-03-17 16:29:06,2023-03-17 16:29:08,1.741s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - 1""), 0)",,,,2023-03-17 16:29:08,2023-03-17 16:29:09,1.745s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-17 16:29:09,2023-03-17 16:29:10,0.440s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.ImageView""), 0)",,,,2023-03-17 16:29:10,2023-03-17 16:29:11,1.314s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Set Up Later""), 0)",,,,2023-03-17 16:29:11,2023-03-17 16:29:13,1.700s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Set Up Later""), 0)",,,,2023-03-17 16:29:13,2023-03-17 16:29:13,0.304s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Verify Number""), 0)",,,,2023-03-17 16:29:13,2023-03-17 16:29:15,1.816s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Yes, Proceed""), 0)",,,,2023-03-17 16:29:15,2023-03-17 16:29:15,0.240s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-17 16:29:15,2023-03-17 16:29:16,0.439s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Yes, Proceed""), 0)",,,,2023-03-17 16:29:16,2023-03-17 16:29:16,0.242s,PASSED
delay(20),,,,2023-03-17 16:29:16,2023-03-17 16:29:36,20.048s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-17 16:29:36,2023-03-17 16:29:36,0.467s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.ImageView""), 0)",,,,2023-03-17 16:29:36,2023-03-17 16:29:37,0.680s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.EditText - Enter your name""), 0)",,,,2023-03-17 16:29:37,2023-03-17 16:29:40,2.917s,PASSED
"setText(findTestObject(""Object Repository/MAE Onboarding/android.widget.EditText - Enter your name""), ""Mayesha"", 0)",,,,2023-03-17 16:29:40,2023-03-17 16:29:41,0.771s,PASSED
hideKeyboard(),,,,2023-03-17 16:29:41,2023-03-17 16:29:41,0.693s,PASSED
"getText(findTestObject(""MAE Onboarding/android.widget.TextView - Continue""), 0)",,,,2023-03-17 16:29:41,2023-03-17 16:29:42,0.217s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-17 16:29:42,2023-03-17 16:29:42,0.419s,PASSED
"tap(findTestObject(""MAE Onboarding/android.widget.TextView - Continue""), 0)",,,,2023-03-17 16:29:42,2023-03-17 16:29:42,0.246s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Introducing Wallet""), 0)",,,,2023-03-17 16:29:42,2023-03-17 16:29:45,2.773s,PASSED
"tap(findTestObject(""MAE Onboarding/android.widget.TextView - Continue""), 0)",,,,2023-03-17 16:29:45,2023-03-17 16:29:45,0.279s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Skip (1)""), 0)",,,,2023-03-17 16:29:45,2023-03-17 16:29:52,7.041s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Skip (1)""), 0)",,,,2023-03-17 16:29:52,2023-03-17 16:29:53,0.269s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Set Up Successful""), 0)",,,,2023-03-17 16:29:53,2023-03-17 16:29:56,3.588s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-17 16:29:56,2023-03-17 16:29:57,0.806s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Done""), 0)",,,,2023-03-17 16:29:57,2023-03-17 16:29:57,0.278s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Mayesha""), 0)",,,,2023-03-17 16:29:57,2023-03-17 16:30:00,2.478s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-17 16:30:00,2023-03-17 16:30:01,0.927s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Maybank2u""), 0)",,,,2023-03-17 16:30:01,2023-03-17 16:30:01,0.380s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Maybank2u""), 0)",,,,2023-03-17 16:30:01,2023-03-17 16:30:02,0.397s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Total Balance""), 0)",,,,2023-03-17 16:30:02,2023-03-17 16:30:04,2.287s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Savings Account-i""), 0)",,,,2023-03-17 16:30:04,2023-03-17 16:30:04,0.261s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-17 16:30:04,2023-03-17 16:30:05,0.726s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Savings Account-i""), 0)",,,,2023-03-17 16:30:05,2023-03-17 16:30:06,1.460s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Transfer""), 0)",,,,2023-03-17 16:30:06,2023-03-17 16:30:07,0.329s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Transfer""), 0)",,,,2023-03-17 16:30:07,2023-03-17 16:30:07,0.392s,PASSED
closeApplication(),,,,2023-03-17 16:30:07,2023-03-17 16:30:09,1.500s,PASSED
