Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""""), ""Mayesha@2"", 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
hideKeyboard(),,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"getText(findTestObject(""Object Repository/MAE Transfer/android.widget.TextView - Continue""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"tap(findTestObject(""""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"tap(findTestObject(""Object Repository/MAE Transfer/android.widget.TextView - MAE""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"getText(findTestObject(""Object Repository/MAE Transfer/android.widget.TextView - Enter amount""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"tap(findTestObject(""Object Repository/MAE Transfer/android.widget.TextView - 1 (1)""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"tap(findTestObject(""Object Repository/MAE Transfer/android.widget.ImageView""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.016s,NOT_RUN
"getText(findTestObject(""Object Repository/MAE Transfer/android.widget.TextView - Enter recipient reference""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"setText(findTestObject(""Object Repository/MAE Transfer/android.widget.EditText""), ""self transfer"", 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
hideKeyboard(),,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"tap(findTestObject(""Object Repository/MAE Transfer/android.widget.TextView - Continue (1)""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"getText(findTestObject(""Object Repository/MAE Transfer/android.widget.TextView - Transfer Now""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"tap(findTestObject(""""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"getText(findTestObject(""Object Repository/MAE Transfer/android.widget.TextView - Transfer successful""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"getText(findTestObject(""Object Repository/MAE Transfer/android.widget.TextView - 501652585M""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.009s,NOT_RUN
"tap(findTestObject(""Object Repository/MAE Transfer/android.widget.TextView - Share Receipt""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.001s,NOT_RUN
"getText(findTestObject(""Object Repository/MAE Transfer/android.widget.TextView - Successful""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.003s,NOT_RUN
"tap(findTestObject(""Object Repository/MAE Transfer/android.widget.ImageView (1)""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.001s,NOT_RUN
"getText(findTestObject(""Object Repository/MAE Transfer/android.widget.TextView - Done""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
"tap(findTestObject(""""), 0)",,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
closeApplication(),,,,2023-03-16 20:41:39,2023-03-16 20:41:39,0.000s,NOT_RUN
