Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - 1""), 0)",,,,2023-03-16 19:07:55,2023-03-16 19:07:57,1.760s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - 1""), 0)",,,,2023-03-16 19:07:57,2023-03-16 19:07:59,1.770s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - 1""), 0)",,,,2023-03-16 19:07:59,2023-03-16 19:08:00,1.781s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - 1""), 0)",,,,2023-03-16 19:08:00,2023-03-16 19:08:02,1.783s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - 1""), 0)",,,,2023-03-16 19:08:02,2023-03-16 19:08:04,1.715s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-16 19:08:04,2023-03-16 19:08:04,0.464s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.ImageView""), 0)",,,,2023-03-16 19:08:04,2023-03-16 19:08:06,1.271s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Set Up Later""), 0)",,,,2023-03-16 19:08:06,2023-03-16 19:08:07,1.732s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Set Up Later""), 0)",,,,2023-03-16 19:08:07,2023-03-16 19:08:08,0.264s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Verify Number""), 0)",,,,2023-03-16 19:08:08,2023-03-16 19:08:09,1.099s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Yes, Proceed""), 0)",,,,2023-03-16 19:08:09,2023-03-16 19:08:09,0.249s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-16 19:08:09,2023-03-16 19:08:10,0.478s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Yes, Proceed""), 0)",,,,2023-03-16 19:08:10,2023-03-16 19:08:10,0.273s,PASSED
delay(20),,,,2023-03-16 19:08:10,2023-03-16 19:08:30,20.056s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-16 19:08:30,2023-03-16 19:08:30,0.536s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.ImageView""), 0)",,,,2023-03-16 19:08:30,2023-03-16 19:08:31,0.703s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.EditText - Enter your name""), 0)",,,,2023-03-16 19:08:31,2023-03-16 19:08:33,2.376s,PASSED
"setText(findTestObject(""Object Repository/MAE Onboarding/android.widget.EditText - Enter your name""), ""Mayesha"", 0)",,,,2023-03-16 19:08:33,2023-03-16 19:08:35,1.779s,PASSED
hideKeyboard(),,,,2023-03-16 19:08:35,2023-03-16 19:08:36,0.745s,PASSED
"getText(findTestObject(""MAE Onboarding/android.widget.TextView - Continue""), 0)",,,,2023-03-16 19:08:36,2023-03-16 19:08:36,0.208s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-16 19:08:36,2023-03-16 19:08:37,0.453s,PASSED
"tap(findTestObject(""MAE Onboarding/android.widget.TextView - Continue""), 0)",,,,2023-03-16 19:08:37,2023-03-16 19:08:37,0.330s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Introducing Wallet""), 0)",,,,2023-03-16 19:08:37,2023-03-16 19:08:38,1.477s,PASSED
"tap(findTestObject(""MAE Onboarding/android.widget.TextView - Continue""), 0)",,,,2023-03-16 19:08:38,2023-03-16 19:08:39,0.297s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Skip (1)""), 0)",,,,2023-03-16 19:08:39,2023-03-16 19:08:45,5.801s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Skip (1)""), 0)",,,,2023-03-16 19:08:45,2023-03-16 19:08:45,0.362s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Set Up Successful""), 0)",,,,2023-03-16 19:08:45,2023-03-16 19:08:48,3.059s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-16 19:08:48,2023-03-16 19:08:49,0.817s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Done""), 0)",,,,2023-03-16 19:08:49,2023-03-16 19:08:49,0.272s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Mayesha""), 0)",,,,2023-03-16 19:08:49,2023-03-16 19:08:51,2.145s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-16 19:08:51,2023-03-16 19:08:52,0.831s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Maybank2u""), 0)",,,,2023-03-16 19:08:52,2023-03-16 19:08:52,0.378s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Maybank2u""), 0)",,,,2023-03-16 19:08:52,2023-03-16 19:08:53,0.485s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Total Balance""), 0)",,,,2023-03-16 19:08:53,2023-03-16 19:08:55,2.116s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Savings Account-i""), 0)",,,,2023-03-16 19:08:55,2023-03-16 19:08:55,0.268s,PASSED
"takeScreenshot("""", CONTINUE_ON_FAILURE)",,,,2023-03-16 19:08:55,2023-03-16 19:08:56,0.693s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Savings Account-i""), 0)",,,,2023-03-16 19:08:56,2023-03-16 19:08:56,0.338s,PASSED
"getText(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Transfer""), 0)",,,,2023-03-16 19:08:56,2023-03-16 19:08:58,1.299s,PASSED
"tap(findTestObject(""Object Repository/MAE Onboarding/android.widget.TextView - Transfer""), 0)",,,,2023-03-16 19:08:58,2023-03-16 19:08:58,0.361s,PASSED
closeApplication(),,,,2023-03-16 19:08:58,2023-03-16 19:08:59,0.744s,PASSED
